Month,Year,StationCode,salmon.id,CommonName,Age_ClassByLength,Tag,FieldLength_mm,LabLength_mm,fish_mass,FultonCondition,FINAL_GSI,PBTHatcheryAssignment,StartLat,StartLong
May,2016,052916MC43,38050,Chinook salmon,yearling,YES,163,157,45.5,1.050627063,Interior_Sp,Rapid River,47.332,-124.6157
May,2016,052916MC43,38051,Chinook salmon,yearling,YES,166,161,47.2,1.031852787,Interior_Sp,Little White Salmon,47.332,-124.6157
May,2016,052916MC43,38052,Chinook salmon,yearling,YES,169,163,49.2,1.019306974,Interior_Sp,Rapid River,47.332,-124.6157
May,2016,052916MC43,38054,Chinook salmon,yearling,YES,153,146,37.9,1.058193123,Interior_Sp,Sawtooth,47.332,-124.6157
May,2016,052916MC43,38055,Chinook salmon,yearling,YES,154,149,39.3,1.076044865,Interior_Sp,Lookingglass,47.332,-124.6157
May,2016,053016MC44,38154,Chinook salmon,yearling,YES,170,165,45,0.915937309,Interior_Sp,Rapid River,47.32667,-124.6293
May,2016,053016MC44,38155,Chinook salmon,yearling,YES,166,159,48.1,1.051527896,Interior_Sp,Clearwater,47.32667,-124.6293
May,2016,053016MC44,38156,Chinook salmon,yearling,YES,171,165,55.9,1.117952853,Interior_Sp,Pahsimeroi,47.32667,-124.6293
May,2016,053016MC44,38157,Chinook salmon,yearling,YES,170,166,49.8,1.013637273,Interior_Sp,Rapid River,47.32667,-124.6293
May,2016,053016MC44,38158,Chinook salmon,yearling,YES,166,162,42.7,0.933476993,Interior_Sp,Pahsimeroi,47.32667,-124.6293
May,2016,053016MC44,38159,Chinook salmon,yearling,YES,157,150,42.1,1.087885336,Interior_Sp,Leavenworth,47.32667,-124.6293
May,2016,053016MC44,38160,Chinook salmon,yearling,YES,170,165,49,0.997353959,Interior_Sp,Rapid River,47.32667,-124.6293
May,2016,053016MC44,38162,Chinook salmon,yearling,YES,158,152,39.1,0.991300852,Interior_Sp,Clearwater,47.32667,-124.6293
May,2016,053016MC44,38163,Chinook salmon,yearling,YES,183,178,62.7,1.02309103,Interior_Sp,Rapid River,47.32667,-124.6293
May,2016,053016MC44,38164,Chinook salmon,yearling,YES,159,155,43,1.069737161,Interior_Sp,Lookingglass,47.32667,-124.6293
May,2016,053016MC44,38165,Chinook salmon,yearling,YES,177,169,56.9,1.026106595,Interior_Sp,Clearwater,47.32667,-124.6293
May,2016,053016MC44,38166,Chinook salmon,yearling,YES,159,155,40.6,1.010030863,Interior_Sp,Pahsimeroi,47.32667,-124.6293
May,2016,053016MC44,38168,Chinook salmon,yearling,YES,166,160,47.4,1.036225061,Interior_Sp,Rapid River,47.32667,-124.6293
May,2016,053016MC44,38169,Chinook salmon,yearling,YES,166,158,48.4,1.058086349,Interior_Sp,Rapid River,47.32667,-124.6293
May,2016,053016MC44,38170,Chinook salmon,yearling,YES,162,157,45.8,1.077259734,Interior_Sp,Rapid River,47.32667,-124.6293
May,2016,053016MC44,38171,Chinook salmon,yearling,YES,158,151,46,1.166236342,Interior_Sp,,47.32667,-124.6293
May,2016,053016MC44,38173,Chinook salmon,yearling,YES,148,140,32.7,1.008701384,Interior_Sp,Warm Springs,47.32667,-124.6293
May,2016,053016MC44,38176,Chinook salmon,yearling,YES,158,153,39,0.988765595,Interior_Sp,Rapid River,47.32667,-124.6293
May,2016,053016MC44,38196,Chinook salmon,yearling,YES,160,151,45.4,1.108398475,Interior_Sp,Dworshak,47.32667,-124.6293
May,2016,053016MC45,38234,Chinook salmon,yearling,YES,172,168,53.2,1.045505442,Interior_Sp,Rapid River,47.32717,-124.6382
May,2016,053016MC45,38235,Chinook salmon,yearling,YES,168,161,50.5,1.065034149,Interior_Sp,Rapid River,47.32717,-124.6382
May,2016,053016MC45,38236,Chinook salmon,yearling,YES,153,159,37.7,1.05260897,Interior_Sp,McCall,47.32717,-124.6382
May,2016,053016MC45,38237,Chinook salmon,yearling,YES,147,142,27.5,0.865726456,Interior_Sp,Lookingglass,47.32717,-124.6382
May,2016,053016MC45,38238,Chinook salmon,yearling,YES,161,156,44.3,1.06151489,Interior_Sp,Rapid River,47.32717,-124.6382
May,2016,053016MC45,38239,Chinook salmon,yearling,YES,178,171,64.5,1.14366731,Interior_Sp,,47.32717,-124.6382
May,2016,053016MC45,38240,Chinook salmon,yearling,YES,165,161,46.6,1.037370921,Interior_Sp,Pahsimeroi,47.32717,-124.6382
May,2016,053016MC46,38289,Chinook salmon,yearling,YES,158,153,36.8,0.932989055,Interior_Sp,,47.32933,-124.6185
May,2016,053016MC46,38290,Chinook salmon,yearling,YES,165,162,44.9,0.999526984,Interior_Sp,Rapid River,47.32933,-124.6185
May,2016,053016MC46,38291,Chinook salmon,yearling,YES,155,150,40.9,1.098318325,Interior_Sp,Rapid River,47.32933,-124.6185
May,2016,053016MC46,38292,Chinook salmon,yearling,YES,168,163,56.2,1.18524594,Interior_Sp,Carson,47.32933,-124.6185
May,2016,053016MC46,38293,Chinook salmon,yearling,YES,176,174,59.4,1.08955323,Interior_Sp,Rapid River,47.32933,-124.6185
May,2016,053016MC47,38336,Chinook salmon,yearling,YES,141,135,28.3,1.009552912,Interior_Sp,Lookingglass,47.2545,-124.6065
May,2016,053016MC47,38337,Chinook salmon,yearling,YES,148,142,30.9,0.953176503,Interior_Sp,,47.2545,-124.6065
May,2016,053016MC47,38338,Chinook salmon,yearling,YES,167,162,47.2,1.013427284,Interior_Sp,Rapid River,47.2545,-124.6065
May,2016,053016MC47,38339,Chinook salmon,yearling,YES,166,161,44.6,0.975013389,Interior_Sp,Clearwater,47.2545,-124.6065
May,2016,053016MC47,38340,Chinook salmon,yearling,YES,160,153,44.4,1.083984412,Interior_Sp,Lookingglass,47.2545,-124.6065
May,2016,053016MC47,38341,Chinook salmon,yearling,YES,144,140,27.7,0.927667421,Interior_Sp,Lookingglass,47.2545,-124.6065
May,2016,053016MC48,38380,Chinook salmon,yearling,YES,159,151,43.5,1.082175965,Interior_Sp,Lookingglass,47.16933,-124.6147
May,2016,053016MC48,38385,Chinook salmon,yearling,YES,168,165,49.9,1.05238031,Interior_Sp,,47.16933,-124.6147
May,2016,053016MC48,38386,Chinook salmon,yearling,YES,183,176,64.2,1.047566829,Interior_Sp,Little White Salmon,47.16933,-124.6147
May,2016,053016MC47,38387,Chinook salmon,yearling,YES,155,152,41.6,1.117115867,Interior_Sp,Rapid River,47.2545,-124.6065
May,2016,053016MC48,38388,Chinook salmon,yearling,YES,142,136,30.3,1.058223945,Interior_Sp,Sawtooth,47.16933,-124.6147
May,2016,053016MC49,38431,Chinook salmon,yearling,YES,170,163,58.7,1.19478935,Interior_Sp,Rapid River,47.0635,-124.6152
May,2016,053016MC49,38433,Chinook salmon,yearling,YES,158,152,39.6,1.003977334,Interior_Sp,Dworshak,47.0635,-124.6152
May,2016,053016MC49,38434,Chinook salmon,yearling,YES,178,179,62.4,1.106431657,Interior_Sp,Clearwater,47.0635,-124.6152
May,2016,053016MC49,38435,Chinook salmon,yearling,YES,161,154,47.6,1.140589346,Interior_Sp,Carson,47.0635,-124.6152
May,2016,053016MC50,38526,Chinook salmon,yearling,YES,123,120,22.5,1.209113816,Interior_Sp,Nez Perce,47.06733,-124.6087
May,2016,053016MC50,38528,Chinook salmon,yearling,YES,177,185,56,1.009876411,Interior_Sp,Rapid River,47.06733,-124.6087
May,2016,053016MC50,38529,Chinook salmon,yearling,YES,157,150,41.8,1.080133204,Interior_Sp,Sawtooth,47.06733,-124.6087
May,2016,053016MC50,38530,Chinook salmon,yearling,YES,177,170,60.4,1.089223871,Interior_Sp,Clearwater,47.06733,-124.6087
May,2016,053016MC50,38531,Chinook salmon,yearling,YES,185,176,71.1,1.122934452,Interior_Sp,Rapid River,47.06733,-124.6087
May,2016,053016MC50,38532,Chinook salmon,yearling,YES,164,160,43.6,0.98845051,Interior_Sp,Rapid River,47.06733,-124.6087
May,2016,053016MC50,38534,Chinook salmon,yearling,YES,153,143,40.4,1.127994778,Interior_Sp,Rapid River,47.06733,-124.6087
May,2016,053016MC50,38535,Chinook salmon,yearling,YES,173,170,58.4,1.127910265,Interior_Sp,Carson,47.06733,-124.6087
May,2016,053016MC50,38536,Chinook salmon,yearling,YES,156,150,35,0.92192215,Interior_Sp,Clearwater,47.06733,-124.6087
May,2016,053016MC50,38537,Chinook salmon,yearling,YES,157,149,37.2,0.961266907,Interior_Sp,Leavenworth,47.06733,-124.6087
May,2016,053016MC50,38538,Chinook salmon,yearling,YES,152,146,36.7,1.045045765,Interior_Sp,Sawtooth,47.06733,-124.6087
May,2016,053016MC50,38539,Chinook salmon,yearling,YES,176,172,54.5,0.999674235,Interior_Sp,Clearwater,47.06733,-124.6087
May,2016,053016MC50,38540,Chinook salmon,yearling,YES,136,130,27.1,1.077339472,Interior_Sp,Dworshak,47.06733,-124.6087
May,2016,053016MC50,38541,Chinook salmon,yearling,YES,154,,41.3,1.130805419,Interior_Sp,McCall,47.06733,-124.6087
May,2017,052417MC8,39834,Chinook salmon,yearling,YES,161,160,41.8,1.001609986,Interior_Sp,Rapid River,47.60367,-124.7245
May,2017,052417MC9,39835,Chinook salmon,yearling,YES,158,153,44.4,1.125671639,Interior_Sp,,47.5435,-124.699
May,2017,052417MC9,39836,Chinook salmon,yearling,YES,168,162,51,1.075579041,Interior_Sp,Little White Salmon,47.5435,-124.699
May,2017,052417MC9,39838,Chinook salmon,yearling,YES,151,143,37.2,1.080468492,Interior_Sp,Parkdale,47.5435,-124.699
May,2017,052417MC10,39854,Chinook salmon,yearling,YES,156,151,43.4,1.143183506,Interior_Sp,Carson,47.478,-124.657
May,2017,052417MC11,39864,Chinook salmon,yearling,YES,161,157,42.1,1.008798556,Interior_Sp,,47.38083,-124.6293
May,2017,052417MC11,39865,Chinook salmon,yearling,YES,135,130,23.7,0.963267826,Interior_Sp,Dworshak,47.38083,-124.6293
May,2017,052417MC12,39869,Chinook salmon,yearling,YES,143,136,32.4,1.107992749,Interior_Sp,Powell,47.31067,-124.608
May,2017,052417MC14,39906,Chinook salmon,yearling,YES,154,150,40,1.09521108,Interior_Sp,Little White Salmon,47.20467,-124.524
May,2017,052417MC14,39908,Chinook salmon,yearling,YES,146,142,27.2,0.873997819,Interior_Sp,McCall,47.20467,-124.524
May,2017,052417MC14,39912,Chinook salmon,yearling,YES,158,153,43.3,1.09778332,Interior_Sp,,47.20467,-124.524
May,2017,052417MC14,39913,Chinook salmon,yearling,YES,146,143,30.8,0.989673949,Interior_Sp,,47.20467,-124.524
May,2017,052517MC19,39973,Chinook salmon,yearling,YES,146,138,32.6,1.047512013,Interior_Sp,Carson,47.80767,-124.7312
May,2017,052517MC19,39974,Chinook salmon,yearling,YES,162,156,42.6,1.001992659,Interior_Sp,Powell,47.80767,-124.7312
May,2017,052517MC20,39978,Chinook salmon,yearling,YES,187,179,77.9,1.191276697,Interior_Sp,Little White Salmon,47.74333,-124.7868
May,2017,052517MC21,39981,Chinook salmon,yearling,YES,161,157,44.5,1.066307301,Interior_Sp,Carson,47.63017,-124.836
May,2017,052517MC21,39982,Chinook salmon,yearling,YES,168,163,53.4,1.126194558,Interior_Sp,Cle_Elum,47.63017,-124.836
May,2017,052517MC21,39983,Chinook salmon,yearling,YES,163,160,44.6,1.029845393,Interior_Sp,Rapid River,47.63017,-124.836
May,2017,052517MC22,39998,Chinook salmon,yearling,YES,142,137,34.1,1.190938476,Interior_Sp,Warm Springs,47.58017,-124.8143
May,2017,052517MC22,39999,Chinook salmon,yearling,YES,147,140,36.4,1.145907066,Interior_Sp,Carson,47.58017,-124.8143
May,2017,052617MC23,40016,Chinook salmon,yearling,YES,174,169,64.1,1.21677499,Interior_Sp,,47.53,-124.6372
May,2017,052617MC23,40017,Chinook salmon,yearling,YES,161,155,42.1,1.008798556,Interior_Sp,Little White Salmon,47.53,-124.6372
May,2017,052617MC25,40039,Chinook salmon,yearling,YES,142,140,30.8,1.075686387,Interior_Sp,Dworshak,47.358,-124.5662
May,2017,052617MC26,40046,Chinook salmon,yearling,YES,161,157,45.1,1.080684442,Interior_Sp,Sawtooth,47.29583,-124.5993
May,2017,052617MC26,40050,Chinook salmon,yearling,YES,149,143,37.6,1.13665593,Interior_Sp,Carson,47.29583,-124.5993
May,2017,052617MC27,40058,Chinook salmon,yearling,YES,146,140,31.5,1.012166563,Interior_Sp,Dworshak,47.22583,-124.5148
May,2017,052617MC27,40059,Chinook salmon,yearling,YES,151,147,38.5,1.118226777,Interior_Sp,Carson,47.22583,-124.5148
May,2017,052617MC27,40061,Chinook salmon,yearling,YES,154,150,34.4,0.941881571,Interior_Sp,Pahsimeroi,47.22583,-124.5148
May,2017,052617MC28,40097,Chinook salmon,yearling,YES,155,148,38.7,1.039240059,Interior_Sp,Rapid River,47.16883,-124.4345
May,2018,052418MC2,40469,Chinook salmon,yearling,YES,173,167,46.9,0.905804653,Interior_Sp,,46.57917,-124.4405
May,2018,052418MC2,40470,Chinook salmon,yearling,YES,149,148,33.1,1.000619976,Interior_Sp,McCall,46.57917,-124.4405
May,2018,052418MC2,40471,Chinook salmon,yearling,YES,146,141,30.4,0.976821052,Interior_Sp,McCall,46.57917,-124.4405
May,2018,052418MC2,40472,Chinook salmon,yearling,YES,158,156,44.3,1.123136284,Interior_Sp,,46.57917,-124.4405
May,2018,052418MC2,40473,Chinook salmon,yearling,YES,156,153,37.4,0.985139709,Interior_Sp,,46.57917,-124.4405
May,2018,052418MC2,40474,Chinook salmon,yearling,YES,132,130,22.9,0.99566601,Interior_Sp,,46.57917,-124.4405
May,2018,052418MC2,40475,Chinook salmon,yearling,YES,167,162,49.2,1.056369117,Interior_Sp,Sawtooth,46.57917,-124.4405
May,2018,052418MC2,40476,Chinook salmon,yearling,YES,162,160,46.7,1.09842863,Interior_Sp,Parkdale,46.57917,-124.4405
May,2018,052418MC3,40488,Chinook salmon,yearling,YES,158,151,40,1.014118559,Interior_Sp,Sawtooth,46.4935,-124.4277
May,2018,052418MC3,40492,Chinook salmon,yearling,YES,165,157,43.4,0.966135215,Interior_Sp,Clearwater,46.4935,-124.4277
May,2018,052418MC3,40493,Chinook salmon,yearling,YES,154,148,40.8,1.117115281,Interior_Sp,Winthrop,46.4935,-124.4277
May,2018,052418MC3,40494,Chinook salmon,yearling,YES,168,162,51.9,1.09455988,Interior_Sp,,46.4935,-124.4277
May,2018,052418MC3,40496,Chinook salmon,yearling,YES,157,150,37.1,0.958682798,Interior_Sp,,46.4935,-124.4277
May,2018,052418MC3,40497,Chinook salmon,yearling,YES,145,138,32.2,1.056213892,Interior_Sp,Carson,46.4935,-124.4277
May,2018,052418MC3,40498,Chinook salmon,yearling,YES,167,162,50.8,1.090722551,Interior_Sp,Carson,46.4935,-124.4277
May,2018,052418MC3,40499,Chinook salmon,yearling,YES,150,145,32.3,0.957037014,Interior_Sp,McCall,46.4935,-124.4277
May,2018,052418MC3,40500,Chinook salmon,yearling,YES,163,158,45.8,1.057554257,Interior_Sp,Pahsimeroi,46.4935,-124.4277
May,2018,052418MC3,40501,Chinook salmon,yearling,YES,167,162,49.5,1.062810376,Interior_Sp,,46.4935,-124.4277
May,2018,052418MC3,40502,Chinook salmon,yearling,YES,141,138,28.4,1.013120251,Interior_Sp,Leavenworth,46.4935,-124.4277
May,2018,052418MC3,40503,Chinook salmon,yearling,YES,161,157,43,1.030364358,Interior_Sp,Dworshak,46.4935,-124.4277
May,2018,052418MC3,40504,Chinook salmon,yearling,YES,132,125,22.4,0.973926577,Interior_Sp,Pahsimeroi,46.4935,-124.4277
May,2018,052418MC3,40505,Chinook salmon,yearling,YES,142,137,26.7,0.932494418,Interior_Sp,,46.4935,-124.4277
May,2018,052418MC3,40506,Chinook salmon,yearling,YES,168,162,53,1.117758611,Interior_Sp,Rapid River,46.4935,-124.4277
May,2018,052418MC3,40507,Chinook salmon,yearling,YES,174,170,56.9,1.08010141,Interior_Sp,,46.4935,-124.4277
May,2018,052418MC4,40545,Chinook salmon,yearling,YES,148,149,33.8,1.042633187,Interior_Sp,Leavenworth,46.405,-124.414
May,2018,052418MC4,40547,Chinook salmon,yearling,YES,138,137,25.8,0.981708235,Interior_Sp,Rapid River,46.405,-124.414
May,2018,052418MC4,40548,Chinook salmon,yearling,YES,146,144,26.8,0.861144861,Interior_Sp,McCall,46.405,-124.414
May,2018,052418MC4,40550,Chinook salmon,yearling,YES,148,138,30.4,0.937752935,Interior_Sp,Pahsimeroi,46.405,-124.414
May,2018,052418MC5,40605,Chinook salmon,yearling,YES,151,145,35.7,1.036901215,Interior_Sp,,46.356,-124.3782
May,2018,052418MC5,40606,Chinook salmon,yearling,YES,196,187,77.6,1.030607975,Interior_Sp,,46.356,-124.3782
May,2018,052418MC5,40607,Chinook salmon,yearling,YES,130,126,20.7,0.942193936,Interior_Sp,,46.356,-124.3782
May,2018,052418MC5,40608,Chinook salmon,yearling,YES,136,132,21.9,0.870617479,Interior_Sp,Leavenworth,46.356,-124.3782
May,2018,052418MC5,40610,Chinook salmon,yearling,YES,137,135,24.6,0.956694798,Interior_Sp,Leavenworth,46.356,-124.3782
May,2018,052418MC5,40611,Chinook salmon,yearling,YES,151,150,32,0.929435243,Interior_Sp,,46.356,-124.3782
May,2018,052418MC5,40612,Chinook salmon,yearling,YES,136,133,24.6,0.977953913,Interior_Sp,,46.356,-124.3782
May,2018,052418MC5,40613,Chinook salmon,yearling,YES,137,135,24.3,0.945027744,Interior_Sp,Rapid River,46.356,-124.3782
May,2018,052418MC5,40614,Chinook salmon,yearling,YES,141,138,27.9,0.995283626,Interior_Sp,McCall,46.356,-124.3782
May,2018,052418MC5,40615,Chinook salmon,yearling,YES,134,130,22.1,0.918497304,Interior_Sp,,46.356,-124.3782
May,2018,052418MC5,40616,Chinook salmon,yearling,YES,142,140,29.5,1.030284065,Interior_Sp,Chief Joseph,46.356,-124.3782
May,2018,052418MC5,40617,Chinook salmon,yearling,YES,135,132,24.1,0.979525494,Interior_Sp,Rapid River,46.356,-124.3782
May,2018,052418MC5,40618,Chinook salmon,yearling,YES,152,145,35.7,1.016570404,Interior_Sp,,46.356,-124.3782
May,2018,052418MC5,40620,Chinook salmon,yearling,YES,153,150,37.9,1.058193123,Interior_Sp,Sawtooth,46.356,-124.3782
May,2018,052418MC5,40621,Chinook salmon,yearling,YES,138,134,24.7,0.939852514,Interior_Sp,Leavenworth,46.356,-124.3782
May,2018,052418MC5,40622,Chinook salmon,yearling,YES,135,131,24.3,0.98765429,Interior_Sp,,46.356,-124.3782
May,2018,052418MC5,40623,Chinook salmon,yearling,YES,153,150,36.4,1.016312131,Interior_Sp,Leavenworth,46.356,-124.3782
May,2018,052418MC5,40624,Chinook salmon,yearling,YES,150,145,32.7,0.968888911,Interior_Sp,Chief Joseph,46.356,-124.3782
May,2018,052418MC5,40628,Chinook salmon,yearling,YES,161,153,47.5,1.138193187,Interior_Sp,Rapid River,46.356,-124.3782
May,2018,052418MC6,40663,Chinook salmon,yearling,YES,151,145,33.7,0.978811513,Interior_Sp,Rapid River,46.28783,-124.3372
May,2018,052418MC6,40665,Chinook salmon,yearling,YES,175,169,60.3,1.125131181,Interior_Sp,Parkdale,46.28783,-124.3372
May,2018,052418MC7,40692,Chinook salmon,yearling,YES,142,136,25.9,0.904554471,Interior_Sp,Clearwater,46.26933,-124.3235
May,2018,052418MC7,40693,Chinook salmon,yearling,YES,195,185,94.1,1.269070598,Interior_Sp,Clearwater,46.26933,-124.3235
May,2018,052418MC7,40694,Chinook salmon,yearling,YES,139,135,26.2,0.975566555,Interior_Sp,Leavenworth,46.26933,-124.3235
May,2018,052418MC7,40695,Chinook salmon,yearling,YES,146,142,24.8,0.796880317,Interior_Sp,Rapid River,46.26933,-124.3235
May,2018,052418MC7,40696,Chinook salmon,yearling,YES,137,135,26.2,1.018918863,Interior_Sp,Rapid River,46.26933,-124.3235
May,2018,052418MC7,40697,Chinook salmon,yearling,YES,159,156,41.8,1.039884012,Interior_Sp,Warm Springs,46.26933,-124.3235
May,2018,052418MC7,40699,Chinook salmon,yearling,YES,178,174,64.3,1.140121109,Interior_Sp,Klickitat,46.26933,-124.3235
May,2018,052518MC8,40730,Chinook salmon,yearling,YES,156,151,41.4,1.09050224,Interior_Sp,,47.03083,-124.5568
May,2018,052518MC8,40732,Chinook salmon,yearling,YES,158,152,43,1.09017745,Interior_Sp,Pahsimeroi,47.03083,-124.5568
May,2018,052518MC8,40733,Chinook salmon,yearling,YES,152,148,37.6,1.070673524,Interior_Sp,Leavenworth,47.03083,-124.5568
May,2018,052518MC9,40746,Chinook salmon,yearling,YES,140,,27,0.983965015,Interior_Sp,McCall,46.98017,-124.5435
May,2018,052518MC9,40747,Chinook salmon,yearling,YES,154,151,40.4,1.106163233,Interior_Sp,,46.98017,-124.5435
May,2018,052518MC9,40748,Chinook salmon,yearling,YES,145,142,34.5,1.131657715,Interior_Sp,Leavenworth,46.98017,-124.5435
May,2018,052518MC9,40749,Chinook salmon,yearling,YES,155,151,32.9,0.883488343,Interior_Sp,,46.98017,-124.5435
May,2018,052518MC9,40750,Chinook salmon,yearling,YES,149,145,37.2,1.124563914,Interior_Sp,,46.98017,-124.5435
May,2018,052518MC9,40751,Chinook salmon,yearling,YES,141,135,32,1.14154396,Interior_Sp,,46.98017,-124.5435
May,2018,052518MC9,40752,Chinook salmon,yearling,YES,162,159,48.7,1.145470541,Interior_Sp,Carson,46.98017,-124.5435
May,2018,052518MC10,40822,Chinook salmon,yearling,YES,136,134,26,1.033609811,Interior_Sp,Winthrop,46.92567,-124.5387
May,2018,052518MC10,40824,Chinook salmon,yearling,YES,166,163,48.2,1.053714075,Interior_Sp,Sawtooth,46.92567,-124.5387
May,2018,052518MC10,40825,Chinook salmon,yearling,YES,164,163,52,1.178885971,Interior_Sp,,46.92567,-124.5387
May,2018,052518MC10,40826,Chinook salmon,yearling,YES,176,172,57.8,1.060204954,Interior_Sp,,46.92567,-124.5387
May,2018,052518MC11,40833,Chinook salmon,yearling,YES,173,170,60.7,1.172331372,Interior_Sp,,46.8985,-124.5358
May,2018,052518MC11,40834,Chinook salmon,yearling,YES,186,183,77,1.196607974,Interior_Sp,Carson,46.8985,-124.5358
May,2018,052518MC12,40858,Chinook salmon,yearling,YES,171,170,50.6,1.011957265,Interior_Sp,Parkdale,46.86617,-124.534
May,2018,052518MC12,40859,Chinook salmon,yearling,YES,182,180,62.6,1.038389191,Interior_Sp,Dworshak,46.86617,-124.534
May,2018,052518MC12,40860,Chinook salmon,yearling,YES,156,153,40.7,1.072063777,Interior_Sp,Dworshak,46.86617,-124.534
May,2018,052518MC12,40862,Chinook salmon,yearling,YES,162,158,47.2,1.110189108,Interior_Sp,Dworshak,46.86617,-124.534
May,2018,052518MC13,40896,Chinook salmon,yearling,YES,173,169,56.8,1.09700857,Interior_Sp,,46.79033,-124.5417
May,2018,052518MC13,40897,Chinook salmon,yearling,YES,140,135,26.6,0.969387769,Interior_Sp,Dworshak,46.79033,-124.5417
May,2018,052518MC13,40898,Chinook salmon,yearling,YES,172,168,53,1.041574956,Interior_Sp,,46.79033,-124.5417
May,2018,052518MC13,40900,Chinook salmon,yearling,YES,177,172,59.2,1.067583648,Interior_Sp,McCall,46.79033,-124.5417
May,2018,052518MC14,40920,Chinook salmon,yearling,YES,180,176,61.2,1.049382729,Interior_Sp,,46.73117,-124.5225
May,2018,052518MC14,40921,Chinook salmon,yearling,YES,142,137,30,1.047746507,Interior_Sp,,46.73117,-124.5225
May,2018,052518MC15,40944,Chinook salmon,yearling,YES,138,138,29.1,1.107275614,Interior_Sp,,46.6635,-124.5043
May,2018,052518MC15,40945,Chinook salmon,yearling,YES,142,139,33.3,1.162998596,Interior_Sp,,46.6635,-124.5043
May,2018,052518MC15,40947,Chinook salmon,yearling,YES,161,155,49.3,1.1813247,Interior_Sp,,46.6635,-124.5043
May,2018,052518MC15,40948,Chinook salmon,yearling,YES,137,133,25.4,0.987806793,Interior_Sp,,46.6635,-124.5043
May,2018,052518MC15,40949,Chinook salmon,yearling,YES,168,163,56,1.181027967,Interior_Sp,,46.6635,-124.5043
May,2018,052518MC15,40950,Chinook salmon,yearling,YES,157,154,40.5,1.046540563,Interior_Sp,Round Butte,46.6635,-124.5043
May,2018,052518MC15,40951,Chinook salmon,yearling,YES,145,138,31.7,1.039813055,Interior_Sp,Pahsimeroi,46.6635,-124.5043
May,2018,052518MC15,40952,Chinook salmon,yearling,YES,161,155,47,1.126212206,Interior_Sp,Pahsimeroi,46.6635,-124.5043
May,2018,052618MC16,40975,Chinook salmon,yearling,YES,139,134,29.9,1.113337358,Interior_Sp,,46.98433,-124.6363
May,2018,052618MC16,40976,Chinook salmon,yearling,YES,156,151,39.5,1.040454998,Interior_Sp,Chief Joseph,46.98433,-124.6363
May,2018,052618MC16,40977,Chinook salmon,yearling,YES,165,157,47.5,1.057406016,Interior_Sp,,46.98433,-124.6363
May,2018,052618MC16,40978,Chinook salmon,yearling,YES,171,163,56.1,1.121952623,Interior_Sp,Rapid River,46.98433,-124.6363
May,2018,052618MC16,40979,Chinook salmon,yearling,YES,186,177,70.6,1.097149625,Interior_Sp,Dworshak,46.98433,-124.6363
May,2018,052618MC17,41012,Chinook salmon,yearling,YES,183,177,70.2,1.145470276,Interior_Sp,Klickitat,46.941,-124.6092
May,2018,052618MC17,41013,Chinook salmon,yearling,YES,151,143,37.1,1.077563941,Interior_Sp,Sawtooth,46.941,-124.6092
May,2018,052618MC17,41014,Chinook salmon,yearling,YES,147,142,33.7,1.060908445,Interior_Sp,Pahsimeroi,46.941,-124.6092
May,2018,052618MC17,41015,Chinook salmon,yearling,YES,154,148,36.6,1.002118096,Interior_Sp,McCall,46.941,-124.6092
May,2018,052618MC17,41016,Chinook salmon,yearling,YES,143,140,28.1,0.960944296,Interior_Sp,Pahsimeroi,46.941,-124.6092
May,2018,052618MC17,41017,Chinook salmon,yearling,YES,175,168,57.5,1.072886297,Interior_Sp,,46.941,-124.6092
May,2018,052618MC17,41018,Chinook salmon,yearling,YES,168,165,51.1,1.077687987,Interior_Sp,Nez Perce,46.941,-124.6092
May,2018,052618MC17,41019,Chinook salmon,yearling,YES,171,167,53.7,1.073954694,Interior_Sp,Rapid River,46.941,-124.6092
May,2018,052618MC17,41020,Chinook salmon,yearling,YES,168,161,45.3,0.95536725,Interior_Sp,,46.941,-124.6092
May,2018,052618MC17,41021,Chinook salmon,yearling,YES,162,155,46.3,1.089020212,Interior_Sp,Nez Perce,46.941,-124.6092
May,2018,052618MC17,41023,Chinook salmon,yearling,YES,173,167,59.1,1.141429678,Interior_Sp,Rapid River,46.941,-124.6092
May,2018,052618MC17,41024,Chinook salmon,yearling,YES,152,146,37.8,1.076368618,Interior_Sp,Sawtooth,46.941,-124.6092
May,2018,052618MC19,41044,Chinook salmon,yearling,YES,173,168,55.9,1.079626436,Interior_Sp,Dworshak,46.94033,-124.6013
May,2018,052618MC19,41045,Chinook salmon,yearling,YES,162,159,43.3,1.018457346,Interior_Sp,Klickitat,46.94033,-124.6013
May,2018,052618MC19,41046,Chinook salmon,yearling,YES,172,165,53.1,1.043540161,Interior_Sp,,46.94033,-124.6013
May,2018,052618MC19,41047,Chinook salmon,yearling,YES,181,177,66.6,1.123151896,Interior_Sp,,46.94033,-124.6013
May,2018,052618MC19,41048,Chinook salmon,yearling,YES,146,143,33.6,1.079644285,Interior_Sp,,46.94033,-124.6013
May,2018,052618MC19,41049,Chinook salmon,yearling,YES,179,172,63.9,1.114145154,Interior_Sp,Dworshak,46.94033,-124.6013
May,2018,052618MC19,41050,Chinook salmon,yearling,YES,177,170,59.8,1.078403725,Interior_Sp,Klickitat,46.94033,-124.6013
May,2018,052618MC19,41051,Chinook salmon,yearling,YES,162,156,40.6,0.954950749,Interior_Sp,Carson,46.94033,-124.6013
